lojista_id;nome_fantasia;segmento;porte;plano_taxa;uf;cidade;regiao;data_cadastro
1632;Restaurante Express 1632;Alimentação;Média;Standard;SC;Florianópolis;Sul;2024-06-15
1633;Salão Real 1633;Serviços;MEI;Standard;RJ;Niterói;Sudeste;2023-02-27
1634;Restaurante Popular 1634;Varejo;MEI;Enterprise;SP;São Paulo;Sudeste;2022-01-05
1635;Padaria Horizonte 1635;Alimentação;MEI;Premium;SC;Joinville;Sul;2022-01-09
1636;Loja Prime 1636;Serviços;MEI;Premium;RJ;Rio de Janeiro;Sudeste;2021-07-17
1637;Boutique Express 1637;Moda e Beleza;MEI;Standard;MT;Cuiabá;Centro-Oeste;2024-08-29
1638;Casa São José 1638;Educação;Média;Standard;CE;Fortaleza;Nordeste;2021-08-26
1639;Casa Nova Era 1639;Serviços;Pequena;Standard;PB;João Pessoa;Nordeste;2023-07-12
1640;Oficina Nova Era 1640;Outros;MEI;Standard;SP;Campinas;Sudeste;2021-07-24
1641;Studio Popular 1641;Alimentação;Média;Standard;RJ;Niterói;Sudeste;2023-01-07
1642;Boutique Prime 1642;Serviços;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2021-06-16
1643;Clínica São José 1643;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-11-16
1644;Salão Horizonte 1644;Moda e Beleza;MEI;Standard;GO;Anápolis;Centro-Oeste;2023-10-30
1645;Restaurante do Bairro 1645;Saúde;MEI;Standard;RO;Porto Velho;Norte;2021-08-24
1646;Padaria Popular 1646;Serviços;MEI;Enterprise;PR;Maringá;Sul;2022-03-26
1647;Padaria Prime 1647;Serviços;MEI;Premium;SC;Joinville;Sul;2022-02-18
1648;Clínica Horizonte 1648;Serviços;Pequena;Premium;SP;Santos;Sudeste;2023-10-29
1649;Espaço Aurora 1649;Moda e Beleza;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-08-02
1650;Mercadinho Familia 1650;Alimentação;MEI;Premium;SP;São Paulo;Sudeste;2021-05-28
1651;Studio Express 1651;Outros;MEI;Standard;SP;Campinas;Sudeste;2024-10-30
1652;Oficina Horizonte 1652;Serviços;Pequena;Standard;PB;João Pessoa;Nordeste;2024-07-23
1653;Center Nova Era 1653;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2021-05-17
1654;Loja Aurora 1654;Moda e Beleza;Pequena;Premium;MS;Campo Grande;Centro-Oeste;2021-11-10
1655;Padaria Vitória 1655;Varejo;Pequena;Standard;SP;Campinas;Sudeste;2022-05-31
1656;Restaurante Central 1656;Alimentação;MEI;Standard;PR;Maringá;Sul;2022-06-01
1657;Boutique Express 1657;Serviços;Média;Standard;MG;Belo Horizonte;Sudeste;2022-12-06
1658;Loja São José 1658;Varejo;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2023-10-20
1659;Salão Vitória 1659;Varejo;Média;Enterprise;SC;Florianópolis;Sul;2022-05-09
1660;Ateliê Estrela 1660;Varejo;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-01-05
1661;Center Bom Preço 1661;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2022-06-12
1662;Bar Bella 1662;Alimentação;MEI;Standard;PR;Londrina;Sul;2022-06-26
1663;Ateliê Express 1663;Alimentação;Média;Standard;MT;Cuiabá;Centro-Oeste;2021-08-25
1664;Mercadinho São José 1664;Moda e Beleza;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-12-12
1665;Empório Real 1665;Varejo;Média;Enterprise;SP;Campinas;Sudeste;2022-01-09
1666;Casa Popular 1666;Moda e Beleza;Pequena;Standard;SP;Campinas;Sudeste;2023-12-03
1667;Boutique Horizonte 1667;Serviços;MEI;Standard;PR;Curitiba;Sul;2023-03-09
1668;Clínica Bom Preço 1668;Alimentação;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-10-22
1669;Salão São José 1669;Moda e Beleza;Pequena;Standard;PA;Belém;Norte;2021-07-01
1670;Casa Estrela 1670;Varejo;Pequena;Premium;SC;Florianópolis;Sul;2023-04-24
1671;Loja Vitória 1671;Moda e Beleza;Pequena;Standard;PR;Maringá;Sul;2023-05-21
1672;Ateliê Estrela 1672;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2021-01-28
1673;Clínica Aurora 1673;Varejo;Pequena;Premium;SP;Santos;Sudeste;2023-09-29
1674;Mercadinho São José 1674;Varejo;MEI;Standard;SP;Santos;Sudeste;2022-06-20
1675;Bar Vitória 1675;Alimentação;Média;Standard;SP;Campinas;Sudeste;2022-04-16
1676;Casa Prime 1676;Varejo;Média;Standard;SP;Ribeirão Preto;Sudeste;2024-02-25
1677;Restaurante do Bairro 1677;Outros;MEI;Standard;RS;Porto Alegre;Sul;2022-10-23
1678;Loja do Bairro 1678;Varejo;MEI;Premium;SP;São Paulo;Sudeste;2023-01-15
1679;Oficina Central 1679;Alimentação;MEI;Standard;RS;Caxias do Sul;Sul;2024-05-10
1680;Boutique Vitória 1680;Alimentação;Média;Premium;RJ;Duque de Caxias;Sudeste;2024-07-10
1681;Bar Nova Era 1681;Alimentação;MEI;Standard;MS;Campo Grande;Centro-Oeste;2021-05-03
1682;Mercadinho Horizonte 1682;Varejo;Pequena;Premium;GO;Anápolis;Centro-Oeste;2022-02-18
1683;Bar Bom Preço 1683;Serviços;Média;Standard;PA;Belém;Norte;2021-10-28
1684;Casa Familia 1684;Outros;Média;Standard;SP;Ribeirão Preto;Sudeste;2022-05-18
1685;Boutique Central 1685;Alimentação;MEI;Premium;SP;São Paulo;Sudeste;2023-03-10
1686;Mercadinho Bom Preço 1686;Serviços;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2021-08-13
1687;Oficina Nova Era 1687;Serviços;MEI;Standard;RO;Porto Velho;Norte;2023-05-23
1688;Casa Estrela 1688;Moda e Beleza;Pequena;Premium;MA;São Luís;Nordeste;2024-06-21
1689;Mercadinho Prime 1689;Saúde;MEI;Standard;RJ;Niterói;Sudeste;2021-02-20
1690;Salão Bom Preço 1690;Alimentação;MEI;Premium;AM;Manaus;Norte;2024-10-28
1691;Loja do Bairro 1691;Saúde;MEI;Standard;AM;Manaus;Norte;2024-01-01
1692;Padaria Real 1692;Saúde;Pequena;Standard;PE;Recife;Nordeste;2024-06-08
1693;Point Vitória 1693;Moda e Beleza;MEI;Standard;MG;Uberlândia;Sudeste;2021-09-13
1694;Center Estrela 1694;Alimentação;Pequena;Standard;PB;João Pessoa;Nordeste;2023-10-13
1695;Padaria Estrela 1695;Alimentação;MEI;Enterprise;SP;Campinas;Sudeste;2023-01-22
1696;Mercadinho Estrela 1696;Moda e Beleza;MEI;Premium;SP;Campinas;Sudeste;2024-06-15
1697;Boutique Express 1697;Serviços;MEI;Standard;GO;Goiânia;Centro-Oeste;2023-09-04
1698;Point Aurora 1698;Serviços;MEI;Standard;DF;Brasília;Centro-Oeste;2022-11-27
1699;Clínica Popular 1699;Alimentação;Pequena;Standard;MS;Campo Grande;Centro-Oeste;2021-04-28
1700;Studio Vitória 1700;Alimentação;MEI;Premium;SP;São Paulo;Sudeste;2021-12-22
1701;Padaria São José 1701;Varejo;MEI;Standard;MA;São Luís;Nordeste;2022-10-30
1702;Empório Aurora 1702;Moda e Beleza;Pequena;Standard;PE;Recife;Nordeste;2021-10-27
1703;Clínica São José 1703;Alimentação;Grande;Standard;SC;Joinville;Sul;2023-08-31
1704;Padaria Vitória 1704;Alimentação;Pequena;Standard;SP;Santos;Sudeste;2024-08-01
1705;Padaria Popular 1705;Alimentação;Grande;Standard;RS;Caxias do Sul;Sul;2024-01-24
1706;Boutique Nova Era 1706;Alimentação;MEI;Standard;MG;Juiz de Fora;Sudeste;2024-08-01
1707;Espaço Bella 1707;Educação;Grande;Enterprise;PA;Belém;Norte;2023-07-13
1708;Padaria do Bairro 1708;Moda e Beleza;MEI;Premium;ES;Vila Velha;Sudeste;2023-07-27
1709;Clínica Nova Era 1709;Serviços;MEI;Standard;PR;Curitiba;Sul;2021-03-04
1710;Center Familia 1710;Alimentação;MEI;Standard;MG;Juiz de Fora;Sudeste;2021-02-14
1711;Bar Real 1711;Alimentação;Pequena;Standard;SC;Florianópolis;Sul;2021-12-02
1712;Casa Bom Preço 1712;Serviços;MEI;Standard;SP;São Paulo;Sudeste;2023-03-20
1713;Salão São José 1713;Alimentação;MEI;Standard;MG;Belo Horizonte;Sudeste;2023-03-15
1714;Oficina Real 1714;Alimentação;Pequena;Standard;RS;Porto Alegre;Sul;2022-06-06
1715;Center do Bairro 1715;Varejo;MEI;Standard;SP;Santos;Sudeste;2021-11-09
1716;Mercadinho Prime 1716;Alimentação;MEI;Premium;PE;Olinda;Nordeste;2024-03-08
1717;Oficina Real 1717;Alimentação;Média;Standard;SP;Ribeirão Preto;Sudeste;2024-06-15
1718;Padaria Nova Era 1718;Serviços;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2021-06-14
1719;Restaurante Estrela 1719;Alimentação;MEI;Premium;MG;Belo Horizonte;Sudeste;2023-01-13
1720;Clínica Aurora 1720;Alimentação;MEI;Standard;PE;Olinda;Nordeste;2022-07-09
1721;Boutique Familia 1721;Alimentação;Pequena;Premium;PR;Londrina;Sul;2021-11-07
1722;Espaço São José 1722;Serviços;Pequena;Standard;SC;Florianópolis;Sul;2024-01-06
1723;Studio Estrela 1723;Moda e Beleza;MEI;Premium;CE;Fortaleza;Nordeste;2023-04-05
1724;Mercadinho do Bairro 1724;Educação;MEI;Standard;MG;Uberlândia;Sudeste;2024-04-02
1725;Salão Express 1725;Serviços;MEI;Enterprise;RJ;Niterói;Sudeste;2023-11-14
1726;Espaço Familia 1726;Serviços;MEI;Premium;RJ;Rio de Janeiro;Sudeste;2021-12-23
1727;Center Nova Era 1727;Outros;Pequena;Standard;MG;Belo Horizonte;Sudeste;2021-12-12
1728;Espaço Vitória 1728;Outros;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-05-10
1729;Padaria Prime 1729;Moda e Beleza;MEI;Premium;SP;Santos;Sudeste;2021-04-19
1730;Empório Nova Era 1730;Alimentação;MEI;Standard;RJ;Niterói;Sudeste;2023-12-04
1731;Center Bella 1731;Serviços;Pequena;Standard;PA;Belém;Norte;2024-10-09
1732;Boutique Familia 1732;Alimentação;MEI;Standard;BA;Salvador;Nordeste;2021-12-01
1733;Bar Estrela 1733;Saúde;MEI;Premium;RS;Porto Alegre;Sul;2021-03-06
1734;Boutique Real 1734;Varejo;Pequena;Standard;RJ;Niterói;Sudeste;2022-06-15
1735;Boutique Real 1735;Varejo;Pequena;Premium;PR;Londrina;Sul;2023-08-26
1736;Restaurante Central 1736;Varejo;MEI;Standard;DF;Brasília;Centro-Oeste;2022-04-20
1737;Point São José 1737;Varejo;MEI;Standard;BA;Feira de Santana;Nordeste;2021-01-15
1738;Ateliê Real 1738;Outros;MEI;Standard;RS;Porto Alegre;Sul;2023-02-15
1739;Padaria Horizonte 1739;Alimentação;MEI;Enterprise;SC;Joinville;Sul;2023-05-02
1740;Loja Nova Era 1740;Varejo;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2021-10-17
1741;Bar Bom Preço 1741;Serviços;MEI;Standard;PA;Belém;Norte;2022-04-12
1742;Center Bom Preço 1742;Varejo;Pequena;Premium;RJ;Rio de Janeiro;Sudeste;2023-04-25
1743;Restaurante Bom Preço 1743;Moda e Beleza;MEI;Standard;RJ;Niterói;Sudeste;2022-10-01
1744;Loja Central 1744;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2023-04-20
1745;Oficina Express 1745;Saúde;MEI;Premium;SP;Campinas;Sudeste;2021-09-17
1746;Oficina Bom Preço 1746;Varejo;Pequena;Standard;PR;Londrina;Sul;2023-03-25
1747;Boutique São José 1747;Moda e Beleza;Pequena;Standard;SP;Santos;Sudeste;2024-05-03
1748;Boutique Vitória 1748;Alimentação;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-02-24
1749;Clínica Estrela 1749;Varejo;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2024-04-15
1750;Restaurante Popular 1750;Varejo;MEI;Standard;SP;Ribeirão Preto;Sudeste;2021-02-16
1751;Casa Popular 1751;Serviços;Pequena;Enterprise;SP;Campinas;Sudeste;2023-01-16
1752;Mercadinho Bom Preço 1752;Varejo;MEI;Premium;RJ;Duque de Caxias;Sudeste;2024-08-19
1753;Loja Express 1753;Alimentação;MEI;Standard;SP;Santos;Sudeste;2022-01-08
1754;Salão Central 1754;Serviços;Média;Standard;RS;Porto Alegre;Sul;2023-09-15
1755;Loja Vitória 1755;Alimentação;Pequena;Standard;SP;São Paulo;Sudeste;2021-09-13
1756;Empório Bella 1756;Alimentação;MEI;Standard;DF;Brasília;Centro-Oeste;2021-04-14
1757;Loja Central 1757;Serviços;Média;Standard;DF;Brasília;Centro-Oeste;2022-06-14
1758;Espaço Central 1758;Alimentação;MEI;Enterprise;MA;São Luís;Nordeste;2023-05-16
1759;Ateliê Express 1759;Alimentação;Média;Premium;SP;Ribeirão Preto;Sudeste;2024-01-01
1760;Ateliê Familia 1760;Varejo;Média;Standard;GO;Goiânia;Centro-Oeste;2024-10-03
1761;Espaço do Bairro 1761;Alimentação;Pequena;Standard;RS;Porto Alegre;Sul;2021-04-19
1762;Casa Bella 1762;Varejo;MEI;Standard;SP;Campinas;Sudeste;2024-03-28
1763;Oficina Aurora 1763;Alimentação;MEI;Standard;BA;Feira de Santana;Nordeste;2024-01-18
1764;Bar Aurora 1764;Alimentação;MEI;Standard;RS;Caxias do Sul;Sul;2021-08-27
1765;Bar Popular 1765;Serviços;MEI;Standard;SP;Santos;Sudeste;2021-04-11
1766;Center São José 1766;Serviços;MEI;Premium;PR;Maringá;Sul;2023-08-21
1767;Bar Bom Preço 1767;Alimentação;Média;Standard;MG;Juiz de Fora;Sudeste;2023-08-30
1768;Ateliê Vitória 1768;Varejo;Pequena;Standard;GO;Anápolis;Centro-Oeste;2023-05-09
1769;Padaria do Bairro 1769;Varejo;MEI;Enterprise;MG;Uberlândia;Sudeste;2023-09-16
1770;Loja Familia 1770;Serviços;Pequena;Standard;RJ;Rio de Janeiro;Sudeste;2021-07-18
1771;Clínica Nova Era 1771;Alimentação;Pequena;Standard;MA;São Luís;Nordeste;2022-07-07
1772;Espaço Prime 1772;Varejo;MEI;Standard;RS;Caxias do Sul;Sul;2021-03-01
1773;Casa do Bairro 1773;Moda e Beleza;Pequena;Enterprise;CE;Fortaleza;Nordeste;2022-08-05
1774;Clínica Prime 1774;Alimentação;Média;Premium;MG;Belo Horizonte;Sudeste;2024-06-17
1775;Casa Estrela 1775;Saúde;MEI;Enterprise;PA;Belém;Norte;2023-07-14
1776;Padaria Prime 1776;Moda e Beleza;MEI;Enterprise;RS;Caxias do Sul;Sul;2024-08-18
1777;Restaurante Horizonte 1777;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2022-04-25
1778;Mercadinho Horizonte 1778;Varejo;Média;Standard;PR;Londrina;Sul;2021-07-09
1779;Clínica Express 1779;Varejo;MEI;Premium;MT;Cuiabá;Centro-Oeste;2021-01-29
1780;Restaurante Nova Era 1780;Moda e Beleza;Pequena;Standard;SC;Joinville;Sul;2023-09-10
1781;Center Estrela 1781;Saúde;Pequena;Standard;PA;Belém;Norte;2021-11-08
1782;Salão Express 1782;Saúde;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2021-01-04
1783;Loja Nova Era 1783;Varejo;MEI;Enterprise;RS;Caxias do Sul;Sul;2021-05-22
1784;Boutique Prime 1784;Alimentação;MEI;Premium;SP;Campinas;Sudeste;2022-08-02
1785;Restaurante Express 1785;Serviços;Pequena;Standard;PA;Belém;Norte;2021-07-21
1786;Center Popular 1786;Varejo;Média;Standard;RJ;Rio de Janeiro;Sudeste;2023-03-01
1787;Studio Bom Preço 1787;Varejo;Pequena;Standard;PR;Londrina;Sul;2021-02-03
1788;Bar Prime 1788;Alimentação;Média;Standard;PB;João Pessoa;Nordeste;2022-07-29
1789;Point Real 1789;Outros;MEI;Standard;BA;Feira de Santana;Nordeste;2024-06-15
1790;Espaço Bella 1790;Educação;Pequena;Premium;PE;Recife;Nordeste;2022-07-05
1791;Casa Popular 1791;Serviços;MEI;Premium;SC;Blumenau;Sul;2023-03-05
1792;Ateliê Prime 1792;Varejo;MEI;Premium;RS;Porto Alegre;Sul;2024-05-18
1793;Bar Estrela 1793;Varejo;MEI;Standard;DF;Brasília;Centro-Oeste;2024-04-10
1794;Mercadinho Central 1794;Alimentação;MEI;Standard;AM;Manaus;Norte;2021-06-25
1795;Casa Familia 1795;Outros;MEI;Standard;ES;Vitória;Sudeste;2024-02-02
1796;Oficina Nova Era 1796;Outros;MEI;Standard;PA;Belém;Norte;2021-12-06
1797;Padaria Real 1797;Serviços;MEI;Premium;SP;Santos;Sudeste;2024-05-31
1798;Empório Real 1798;Alimentação;MEI;Standard;SP;Ribeirão Preto;Sudeste;2024-08-07
1799;Espaço Bella 1799;Varejo;Grande;Standard;SP;São Paulo;Sudeste;2021-01-17
1800;Salão Central 1800;Serviços;MEI;Premium;SP;Santos;Sudeste;2024-04-16
1801;Center Express 1801;Varejo;Pequena;Premium;SP;Ribeirão Preto;Sudeste;2021-11-13
1802;Salão Aurora 1802;Varejo;Pequena;Standard;SP;Santos;Sudeste;2023-09-06
1803;Studio Horizonte 1803;Alimentação;MEI;Enterprise;SC;Florianópolis;Sul;2021-08-21
1804;Salão Horizonte 1804;Educação;Pequena;Standard;SP;Campinas;Sudeste;2023-10-16
1805;Mercadinho Estrela 1805;Saúde;MEI;Standard;MG;Uberlândia;Sudeste;2024-07-24
1806;Point Familia 1806;Educação;MEI;Standard;SP;São Paulo;Sudeste;2023-09-21
1807;Point Familia 1807;Serviços;MEI;Standard;BA;Salvador;Nordeste;2024-07-18
1808;Ateliê Vitória 1808;Moda e Beleza;MEI;Standard;CE;Juazeiro do Norte;Nordeste;2024-06-17
1809;Center Bom Preço 1809;Varejo;Pequena;Standard;SC;Joinville;Sul;2021-08-18
1810;Empório Estrela 1810;Alimentação;MEI;Standard;RJ;Duque de Caxias;Sudeste;2022-01-31
1811;Studio Prime 1811;Varejo;MEI;Premium;SC;Blumenau;Sul;2024-06-07
1812;Ateliê Express 1812;Serviços;MEI;Premium;PR;Londrina;Sul;2021-05-10
1813;Empório Aurora 1813;Outros;Média;Standard;RS;Caxias do Sul;Sul;2023-11-28
1814;Point Central 1814;Alimentação;MEI;Standard;RJ;Duque de Caxias;Sudeste;2021-12-04
1815;Restaurante Real 1815;Alimentação;Pequena;Standard;SP;Campinas;Sudeste;2023-02-11
1816;Center Horizonte 1816;Alimentação;Média;Standard;SP;São Paulo;Sudeste;2024-09-27
1817;Studio Nova Era 1817;Serviços;MEI;Premium;SC;Joinville;Sul;2023-08-17
1818;Casa Bella 1818;Serviços;MEI;Standard;SC;Florianópolis;Sul;2023-05-26
1819;Espaço Real 1819;Alimentação;MEI;Standard;PE;Olinda;Nordeste;2021-06-09
1820;Mercadinho Popular 1820;Alimentação;Pequena;Premium;MG;Belo Horizonte;Sudeste;2024-07-23
1821;Loja Bom Preço 1821;Moda e Beleza;MEI;Premium;RS;Caxias do Sul;Sul;2024-03-26
1822;Oficina Vitória 1822;Serviços;MEI;Standard;PR;Maringá;Sul;2024-06-18
1823;Empório Real 1823;Varejo;Grande;Standard;SP;São Paulo;Sudeste;2023-09-10
1824;Espaço Estrela 1824;Alimentação;MEI;Standard;RJ;Duque de Caxias;Sudeste;2023-04-10
1825;Espaço Familia 1825;Outros;MEI;Enterprise;RS;Porto Alegre;Sul;2023-11-23
1826;Oficina do Bairro 1826;Varejo;MEI;Premium;RS;Porto Alegre;Sul;2023-07-24
1827;Clínica Horizonte 1827;Alimentação;Pequena;Standard;SC;Blumenau;Sul;2024-08-20
1828;Point Bella 1828;Educação;MEI;Standard;RJ;Niterói;Sudeste;2024-01-02
1829;Clínica Estrela 1829;Varejo;Média;Standard;BA;Feira de Santana;Nordeste;2021-07-29
1830;Boutique Vitória 1830;Educação;Pequena;Premium;SP;Campinas;Sudeste;2021-11-19
1831;Padaria Estrela 1831;Educação;MEI;Standard;SP;São Paulo;Sudeste;2023-11-16
1832;Ateliê do Bairro 1832;Outros;Grande;Standard;SP;Ribeirão Preto;Sudeste;2022-06-06
1833;Point São José 1833;Varejo;MEI;Standard;DF;Brasília;Centro-Oeste;2022-11-30
1834;Clínica Real 1834;Alimentação;MEI;Premium;SP;Campinas;Sudeste;2022-07-02
1835;Boutique Aurora 1835;Serviços;MEI;Premium;PB;João Pessoa;Nordeste;2023-04-25
1836;Loja do Bairro 1836;Serviços;MEI;Standard;PE;Recife;Nordeste;2021-12-16
1837;Bar Prime 1837;Educação;Pequena;Enterprise;MA;São Luís;Nordeste;2023-05-04
1838;Clínica Familia 1838;Saúde;MEI;Standard;SP;Santos;Sudeste;2024-07-30
1839;Salão Estrela 1839;Outros;Pequena;Standard;SP;São Paulo;Sudeste;2023-07-15
1840;Casa São José 1840;Saúde;Média;Standard;MG;Belo Horizonte;Sudeste;2022-06-04
1841;Mercadinho Real 1841;Serviços;MEI;Standard;PR;Londrina;Sul;2023-03-22
1842;Salão Express 1842;Alimentação;Média;Standard;SP;São Paulo;Sudeste;2021-05-28
1843;Espaço São José 1843;Saúde;Média;Standard;SP;Ribeirão Preto;Sudeste;2023-11-08
1844;Oficina Nova Era 1844;Alimentação;Pequena;Standard;BA;Feira de Santana;Nordeste;2021-01-13
1845;Studio Central 1845;Alimentação;Pequena;Standard;SP;Santos;Sudeste;2024-08-07
1846;Empório Aurora 1846;Saúde;MEI;Standard;ES;Vitória;Sudeste;2021-11-03
1847;Center Aurora 1847;Alimentação;Grande;Premium;RS;Porto Alegre;Sul;2022-02-24
1848;Point Central 1848;Alimentação;MEI;Standard;SP;São Paulo;Sudeste;2022-03-19
1849;Point Central 1849;Moda e Beleza;MEI;Standard;MS;Campo Grande;Centro-Oeste;2024-09-19
1850;Salão Bom Preço 1850;Varejo;Média;Premium;PR;Curitiba;Sul;2021-02-21
1851;Boutique Bella 1851;Serviços;MEI;Premium;SP;Ribeirão Preto;Sudeste;2023-12-16
1852;Mercadinho São José 1852;Serviços;MEI;Standard;SP;Santos;Sudeste;2022-10-28
1853;Casa Vitória 1853;Serviços;Pequena;Standard;SP;São Paulo;Sudeste;2021-05-14
1854;Padaria Vitória 1854;Varejo;MEI;Standard;PE;Recife;Nordeste;2022-07-14
1855;Bar Horizonte 1855;Moda e Beleza;MEI;Standard;RJ;Rio de Janeiro;Sudeste;2023-11-06
1856;Clínica do Bairro 1856;Varejo;Média;Premium;SP;São Paulo;Sudeste;2021-07-17
1857;Clínica Horizonte 1857;Varejo;MEI;Premium;CE;Juazeiro do Norte;Nordeste;2021-06-07
1858;Boutique do Bairro 1858;Moda e Beleza;MEI;Standard;SP;São Paulo;Sudeste;2023-08-02
1859;Loja Aurora 1859;Alimentação;MEI;Standard;MT;Cuiabá;Centro-Oeste;2024-06-06
1860;Loja Express 1860;Saúde;MEI;Standard;SP;Santos;Sudeste;2024-10-04
1861;Studio Central 1861;Serviços;MEI;Standard;MG;Juiz de Fora;Sudeste;2021-12-23
1862;Mercadinho do Bairro 1862;Saúde;Pequena;Standard;SC;Blumenau;Sul;2023-06-09
1863;Point Express 1863;Alimentação;MEI;Standard;MG;Uberlândia;Sudeste;2024-03-21
1864;Center do Bairro 1864;Alimentação;Grande;Standard;SP;Campinas;Sudeste;2022-03-14
1865;Restaurante Estrela 1865;Serviços;Pequena;Standard;MG;Juiz de Fora;Sudeste;2022-05-26
1866;Clínica Bom Preço 1866;Varejo;MEI;Standard;BA;Salvador;Nordeste;2022-09-19
1867;Restaurante Vitória 1867;Outros;Pequena;Standard;PE;Olinda;Nordeste;2023-05-12
1868;Center Horizonte 1868;Moda e Beleza;Média;Premium;SC;Florianópolis;Sul;2021-08-26
1869;Salão do Bairro 1869;Saúde;Média;Standard;SP;Campinas;Sudeste;2024-08-24
1870;Center do Bairro 1870;Serviços;MEI;Standard;PR;Londrina;Sul;2023-08-18
1871;Clínica Vitória 1871;Educação;Média;Standard;MA;São Luís;Nordeste;2021-03-22
1872;Oficina Aurora 1872;Moda e Beleza;Pequena;Enterprise;RJ;Niterói;Sudeste;2021-05-11
1873;Restaurante Horizonte 1873;Serviços;Pequena;Standard;RJ;Niterói;Sudeste;2023-03-02
1874;Restaurante Aurora 1874;Varejo;MEI;Premium;SC;Blumenau;Sul;2024-09-10
1875;Mercadinho São José 1875;Saúde;Pequena;Standard;RS;Caxias do Sul;Sul;2022-07-13
1876;Salão Horizonte 1876;Varejo;Pequena;Standard;DF;Brasília;Centro-Oeste;2024-01-23
1877;Boutique Real 1877;Alimentação;Média;Standard;RJ;Duque de Caxias;Sudeste;2021-06-28
1878;Bar Nova Era 1878;Varejo;Pequena;Enterprise;BA;Feira de Santana;Nordeste;2022-08-31
1879;Empório Prime 1879;Varejo;Grande;Standard;SP;São Paulo;Sudeste;2022-12-04
1880;Espaço Vitória 1880;Moda e Beleza;Pequena;Standard;DF;Brasília;Centro-Oeste;2021-04-21
1881;Casa Prime 1881;Serviços;Pequena;Premium;MS;Campo Grande;Centro-Oeste;2021-11-10
1882;Point Aurora 1882;Alimentação;MEI;Standard;PR;Curitiba;Sul;2023-07-03
1883;Casa Horizonte 1883;Alimentação;Pequena;Standard;MG;Uberlândia;Sudeste;2024-01-14
1884;Boutique Vitória 1884;Varejo;Pequena;Standard;RJ;Duque de Caxias;Sudeste;2021-02-05
1885;Espaço Central 1885;Moda e Beleza;MEI;Standard;RJ;Duque de Caxias;Sudeste;2023-03-15
1886;Bar Real 1886;Saúde;Pequena;Enterprise;SC;Florianópolis;Sul;2024-03-02
1887;Espaço Prime 1887;Moda e Beleza;Pequena;Standard;SP;Campinas;Sudeste;2023-01-26
1888;Mercadinho Express 1888;Moda e Beleza;Pequena;Standard;MG;Uberlândia;Sudeste;2024-07-27
1889;Ateliê Central 1889;Educação;MEI;Standard;SP;Santos;Sudeste;2024-07-10
1890;Point Estrela 1890;Varejo;Pequena;Standard;CE;Juazeiro do Norte;Nordeste;2021-01-26
1891;Oficina Horizonte 1891;Serviços;MEI;Enterprise;RJ;Rio de Janeiro;Sudeste;2022-12-22
1892;Center Familia 1892;Serviços;MEI;Enterprise;RJ;Niterói;Sudeste;2024-04-18
1893;Studio São José 1893;Serviços;Média;Standard;MG;Juiz de Fora;Sudeste;2024-10-30
1894;Empório Estrela 1894;Serviços;MEI;Enterprise;SP;Santos;Sudeste;2023-02-10
1895;Salão Central 1895;Varejo;Pequena;Premium;MG;Juiz de Fora;Sudeste;2021-12-12
1896;Oficina Real 1896;Varejo;Pequena;Standard;PE;Recife;Nordeste;2023-08-31
1897;Restaurante Vitória 1897;Educação;Pequena;Standard;SP;Ribeirão Preto;Sudeste;2024-02-12
1898;Mercadinho Estrela 1898;Varejo;MEI;Standard;DF;Brasília;Centro-Oeste;2021-06-05
1899;Salão Bella 1899;Alimentação;Grande;Standard;SP;São Paulo;Sudeste;2023-01-08
1900;Empório Real 1900;Serviços;Pequena;Standard;PE;Olinda;Nordeste;2022-12-07
1901;Oficina do Bairro 1901;Serviços;Pequena;Premium;RS;Porto Alegre;Sul;2021-11-07
1902;Espaço Bella 1902;Serviços;Pequena;Standard;SP;Campinas;Sudeste;2024-01-13
1903;Bar Horizonte 1903;Alimentação;MEI;Premium;GO;Anápolis;Centro-Oeste;2021-08-31
1904;Loja Express 1904;Alimentação;Média;Standard;MG;Juiz de Fora;Sudeste;2021-12-12
1905;Ateliê Horizonte 1905;Moda e Beleza;Pequena;Enterprise;BA;Feira de Santana;Nordeste;2024-08-19
1906;Espaço Popular 1906;Outros;MEI;Standard;MG;Uberlândia;Sudeste;2024-01-28
