maquininha_id;lojista_id;modelo;data_ativacao;status
2064;1556;Modelo Smart Android;2022-07-12;Ativa
2065;1557;Modelo Pro c/ Impressora;2024-03-16;Ativa
2066;1557;Modelo Smart Android;2024-03-23;Bloqueada
2067;1558;Modelo Pro c/ Impressora;2024-02-24;Ativa
2068;1559;Modelo Smart Android;2024-03-02;Ativa
2069;1560;Modelo Pro c/ Impressora;2024-09-18;Bloqueada
2070;1561;Modelo Pro c/ Impressora;2023-04-27;Ativa
2071;1562;Modelo Pro c/ Impressora;2021-05-30;Ativa
2072;1563;Modelo Chip Básico;2022-10-13;Ativa
2073;1564;Modelo Chip Básico;2021-07-06;Bloqueada
2074;1565;Modelo Smart Android;2022-07-25;Ativa
2075;1565;Modelo Chip Básico;2022-07-27;Ativa
2076;1566;Modelo Pro c/ Impressora;2021-05-12;Inativa
2077;1567;Modelo Smart Android;2022-04-12;Bloqueada
2078;1568;Modelo Smart Android;2021-11-19;Ativa
2079;1569;Modelo Smart Android;2022-09-15;Bloqueada
2080;1569;Modelo Chip Básico;2022-09-19;Bloqueada
2081;1570;Modelo Pro c/ Impressora;2021-09-09;Bloqueada
2082;1571;Modelo Pro c/ Impressora;2021-02-02;Inativa
2083;1571;Modelo Chip Básico;2021-01-26;Bloqueada
2084;1572;Modelo Pro c/ Impressora;2023-09-22;Inativa
2085;1573;Modelo Chip Básico;2022-07-26;Bloqueada
2086;1574;Modelo Pro c/ Impressora;2021-06-11;Ativa
2087;1575;Modelo Chip Básico;2021-10-27;Ativa
2088;1575;Modelo Pro c/ Impressora;2021-11-03;Ativa
2089;1576;Modelo Chip Básico;2022-01-27;Ativa
2090;1577;Modelo Pro c/ Impressora;2023-05-24;Bloqueada
2091;1578;Modelo Chip Básico;2022-11-12;Bloqueada
2092;1579;Modelo Pro c/ Impressora;2022-05-25;Bloqueada
2093;1580;Modelo Chip Básico;2021-03-07;Ativa
2094;1581;Modelo Pro c/ Impressora;2023-12-25;Ativa
2095;1581;Modelo Pro c/ Impressora;2024-01-05;Ativa
2096;1582;Modelo Chip Básico;2024-02-16;Ativa
2097;1583;Modelo Smart Android;2023-03-23;Ativa
2098;1584;Modelo Pro c/ Impressora;2024-05-11;Ativa
2099;1585;Modelo Smart Android;2024-08-11;Inativa
2100;1586;Modelo Pro c/ Impressora;2021-07-04;Ativa
2101;1587;Modelo Smart Android;2022-04-28;Ativa
2102;1588;Modelo Chip Básico;2023-10-05;Ativa
2103;1588;Modelo Pro c/ Impressora;2023-10-06;Ativa
2104;1589;Modelo Chip Básico;2021-11-04;Bloqueada
2105;1589;Modelo Chip Básico;2021-11-03;Bloqueada
2106;1590;Modelo Pro c/ Impressora;2023-02-21;Ativa
2107;1591;Modelo Smart Android;2021-07-03;Ativa
2108;1591;Modelo Chip Básico;2021-07-04;Bloqueada
2109;1592;Modelo Pro c/ Impressora;2021-08-25;Ativa
2110;1593;Modelo Chip Básico;2022-12-01;Ativa
2111;1593;Modelo Pro c/ Impressora;2022-11-19;Ativa
2112;1594;Modelo Pro c/ Impressora;2023-01-27;Ativa
2113;1595;Modelo Chip Básico;2024-05-31;Ativa
2114;1596;Modelo Chip Básico;2024-10-07;Ativa
2115;1597;Modelo Chip Básico;2024-10-25;Ativa
2116;1598;Modelo Chip Básico;2022-01-08;Bloqueada
2117;1599;Modelo Smart Android;2022-03-07;Inativa
2118;1600;Modelo Smart Android;2024-08-30;Bloqueada
2119;1600;Modelo Pro c/ Impressora;2024-09-04;Ativa
2120;1601;Modelo Chip Básico;2024-05-19;Bloqueada
2121;1602;Modelo Smart Android;2023-05-06;Ativa
2122;1603;Modelo Pro c/ Impressora;2024-10-10;Bloqueada
2123;1604;Modelo Chip Básico;2023-04-27;Ativa
2124;1605;Modelo Smart Android;2021-08-16;Ativa
2125;1606;Modelo Pro c/ Impressora;2023-01-09;Bloqueada
2126;1607;Modelo Smart Android;2021-05-25;Bloqueada
2127;1607;Modelo Pro c/ Impressora;2021-05-25;Bloqueada
2128;1608;Modelo Smart Android;2021-11-17;Inativa
2129;1608;Modelo Chip Básico;2021-11-09;Ativa
2130;1609;Modelo Chip Básico;2024-09-08;Inativa
2131;1610;Modelo Pro c/ Impressora;2023-03-11;Ativa
2132;1611;Modelo Chip Básico;2024-10-05;Ativa
2133;1612;Modelo Chip Básico;2023-04-27;Inativa
2134;1613;Modelo Pro c/ Impressora;2024-06-12;Ativa
2135;1614;Modelo Chip Básico;2023-09-23;Ativa
2136;1614;Modelo Pro c/ Impressora;2023-10-01;Ativa
2137;1615;Modelo Chip Básico;2022-04-11;Ativa
2138;1616;Modelo Chip Básico;2023-06-08;Ativa
2139;1616;Modelo Pro c/ Impressora;2023-06-05;Ativa
2140;1616;Modelo Pro c/ Impressora;2023-06-11;Ativa
2141;1617;Modelo Pro c/ Impressora;2021-05-09;Ativa
2142;1617;Modelo Chip Básico;2021-04-28;Ativa
2143;1618;Modelo Chip Básico;2022-07-07;Ativa
2144;1618;Modelo Pro c/ Impressora;2022-07-08;Inativa
2145;1619;Modelo Chip Básico;2021-09-16;Ativa
2146;1620;Modelo Chip Básico;2024-07-09;Inativa
2147;1621;Modelo Pro c/ Impressora;2023-01-29;Ativa
2148;1621;Modelo Chip Básico;2023-02-01;Bloqueada
2149;1622;Modelo Pro c/ Impressora;2023-07-01;Ativa
2150;1623;Modelo Chip Básico;2024-07-21;Ativa
2151;1624;Modelo Smart Android;2022-11-04;Ativa
2152;1625;Modelo Chip Básico;2021-06-24;Ativa
2153;1626;Modelo Pro c/ Impressora;2022-08-01;Ativa
2154;1627;Modelo Pro c/ Impressora;2023-10-19;Bloqueada
2155;1628;Modelo Smart Android;2021-02-25;Ativa
2156;1629;Modelo Pro c/ Impressora;2023-04-03;Ativa
2157;1630;Modelo Smart Android;2021-11-04;Ativa
2158;1631;Modelo Smart Android;2023-08-05;Bloqueada
2159;1632;Modelo Chip Básico;2024-06-24;Ativa
2160;1632;Modelo Chip Básico;2024-06-29;Ativa
2161;1632;Modelo Chip Básico;2024-06-16;Inativa
2162;1633;Modelo Pro c/ Impressora;2023-03-05;Bloqueada
2163;1634;Modelo Chip Básico;2022-01-16;Inativa
2164;1635;Modelo Pro c/ Impressora;2022-01-16;Bloqueada
2165;1636;Modelo Pro c/ Impressora;2021-07-22;Ativa
2166;1637;Modelo Chip Básico;2024-09-06;Bloqueada
2167;1638;Modelo Smart Android;2021-09-05;Ativa
2168;1638;Modelo Pro c/ Impressora;2021-09-06;Ativa
2169;1638;Modelo Smart Android;2021-09-06;Inativa
2170;1639;Modelo Chip Básico;2023-07-18;Ativa
2171;1639;Modelo Chip Básico;2023-07-23;Ativa
2172;1640;Modelo Smart Android;2021-07-24;Bloqueada
2173;1641;Modelo Chip Básico;2023-01-13;Bloqueada
2174;1642;Modelo Smart Android;2021-06-23;Ativa
2175;1643;Modelo Chip Básico;2021-11-25;Ativa
2176;1644;Modelo Pro c/ Impressora;2023-11-04;Ativa
2177;1645;Modelo Smart Android;2021-09-01;Bloqueada
2178;1646;Modelo Chip Básico;2022-04-08;Ativa
2179;1647;Modelo Chip Básico;2022-02-21;Ativa
2180;1648;Modelo Chip Básico;2023-10-31;Ativa
2181;1649;Modelo Chip Básico;2021-08-16;Bloqueada
2182;1650;Modelo Chip Básico;2021-06-03;Inativa
2183;1651;Modelo Chip Básico;2024-11-11;Ativa
2184;1652;Modelo Chip Básico;2024-07-24;Bloqueada
2185;1652;Modelo Smart Android;2024-07-28;Bloqueada
2186;1653;Modelo Chip Básico;2021-05-30;Ativa
2187;1654;Modelo Chip Básico;2021-11-18;Inativa
2188;1655;Modelo Chip Básico;2022-06-03;Ativa
2189;1655;Modelo Smart Android;2022-06-13;Ativa
2190;1656;Modelo Chip Básico;2022-06-11;Ativa
2191;1657;Modelo Chip Básico;2022-12-20;Inativa
2192;1657;Modelo Pro c/ Impressora;2022-12-16;Ativa
2193;1658;Modelo Pro c/ Impressora;2023-11-02;Ativa
2194;1658;Modelo Chip Básico;2023-10-31;Inativa
2195;1659;Modelo Chip Básico;2022-05-11;Inativa
2196;1659;Modelo Chip Básico;2022-05-11;Ativa
2197;1660;Modelo Pro c/ Impressora;2021-01-16;Ativa
2198;1661;Modelo Pro c/ Impressora;2022-06-21;Ativa
2199;1662;Modelo Pro c/ Impressora;2022-07-05;Bloqueada
2200;1663;Modelo Chip Básico;2021-09-01;Ativa
2201;1663;Modelo Chip Básico;2021-08-28;Ativa
2202;1664;Modelo Pro c/ Impressora;2023-12-21;Ativa
2203;1665;Modelo Pro c/ Impressora;2022-01-20;Ativa
2204;1665;Modelo Smart Android;2022-01-17;Ativa
2205;1665;Modelo Chip Básico;2022-01-13;Inativa
2206;1666;Modelo Pro c/ Impressora;2023-12-13;Ativa
2207;1667;Modelo Smart Android;2023-03-10;Ativa
2208;1668;Modelo Pro c/ Impressora;2023-10-25;Ativa
2209;1669;Modelo Pro c/ Impressora;2021-07-05;Ativa
2210;1669;Modelo Pro c/ Impressora;2021-07-11;Inativa
2211;1670;Modelo Pro c/ Impressora;2023-04-27;Ativa
2212;1670;Modelo Pro c/ Impressora;2023-05-05;Ativa
2213;1671;Modelo Chip Básico;2023-05-27;Ativa
2214;1671;Modelo Chip Básico;2023-05-31;Ativa
2215;1672;Modelo Chip Básico;2021-02-11;Ativa
2216;1673;Modelo Chip Básico;2023-10-05;Ativa
2217;1674;Modelo Chip Básico;2022-06-23;Inativa
2218;1675;Modelo Chip Básico;2022-04-18;Bloqueada
2219;1675;Modelo Chip Básico;2022-04-17;Ativa
2220;1675;Modelo Chip Básico;2022-04-30;Inativa
2221;1676;Modelo Pro c/ Impressora;2024-03-02;Ativa
2222;1676;Modelo Smart Android;2024-03-10;Ativa
2223;1676;Modelo Smart Android;2024-03-01;Ativa
2224;1677;Modelo Chip Básico;2022-10-26;Bloqueada
2225;1678;Modelo Chip Básico;2023-01-22;Bloqueada
2226;1679;Modelo Smart Android;2024-05-14;Ativa
2227;1680;Modelo Smart Android;2024-07-15;Ativa
2228;1680;Modelo Pro c/ Impressora;2024-07-12;Ativa
2229;1681;Modelo Chip Básico;2021-05-04;Ativa
2230;1682;Modelo Pro c/ Impressora;2022-03-01;Inativa
2231;1682;Modelo Pro c/ Impressora;2022-02-21;Ativa
2232;1683;Modelo Chip Básico;2021-11-03;Bloqueada
2233;1683;Modelo Chip Básico;2021-11-01;Ativa
2234;1683;Modelo Chip Básico;2021-11-05;Inativa
2235;1684;Modelo Pro c/ Impressora;2022-05-24;Ativa
2236;1685;Modelo Smart Android;2023-03-21;Ativa
2237;1686;Modelo Chip Básico;2021-08-13;Bloqueada
2238;1687;Modelo Pro c/ Impressora;2023-05-28;Inativa
2239;1688;Modelo Chip Básico;2024-06-27;Ativa
2240;1688;Modelo Chip Básico;2024-06-30;Ativa
2241;1689;Modelo Chip Básico;2021-02-28;Ativa
2242;1690;Modelo Chip Básico;2024-11-01;Bloqueada
2243;1691;Modelo Chip Básico;2024-01-12;Ativa
2244;1692;Modelo Chip Básico;2024-06-17;Ativa
2245;1692;Modelo Chip Básico;2024-06-09;Inativa
2246;1693;Modelo Smart Android;2021-09-18;Ativa
2247;1694;Modelo Pro c/ Impressora;2023-10-18;Bloqueada
2248;1695;Modelo Pro c/ Impressora;2023-01-24;Ativa
2249;1696;Modelo Chip Básico;2024-06-26;Inativa
2250;1697;Modelo Pro c/ Impressora;2023-09-13;Ativa
2251;1698;Modelo Chip Básico;2022-11-28;Ativa
2252;1699;Modelo Pro c/ Impressora;2021-04-30;Ativa
2253;1700;Modelo Chip Básico;2022-01-04;Ativa
2254;1701;Modelo Chip Básico;2022-11-05;Ativa
2255;1702;Modelo Chip Básico;2021-10-30;Ativa
2256;1702;Modelo Pro c/ Impressora;2021-10-28;Ativa
2257;1703;Modelo Chip Básico;2023-09-06;Ativa
2258;1703;Modelo Chip Básico;2023-09-03;Ativa
2259;1703;Modelo Smart Android;2023-09-05;Ativa
2260;1703;Modelo Chip Básico;2023-09-05;Ativa
2261;1704;Modelo Chip Básico;2024-08-11;Ativa
2262;1705;Modelo Chip Básico;2024-02-05;Ativa
2263;1705;Modelo Pro c/ Impressora;2024-01-31;Inativa
2264;1705;Modelo Pro c/ Impressora;2024-02-06;Bloqueada
2265;1705;Modelo Smart Android;2024-02-02;Ativa
2266;1705;Modelo Chip Básico;2024-01-27;Ativa
2267;1706;Modelo Pro c/ Impressora;2024-08-07;Ativa
2268;1707;Modelo Smart Android;2023-07-17;Ativa
2269;1707;Modelo Smart Android;2023-07-17;Ativa
2270;1707;Modelo Chip Básico;2023-07-25;Ativa
2271;1707;Modelo Chip Básico;2023-07-16;Ativa
2272;1708;Modelo Chip Básico;2023-08-09;Bloqueada
2273;1709;Modelo Pro c/ Impressora;2021-03-16;Bloqueada
2274;1710;Modelo Smart Android;2021-02-20;Ativa
2275;1711;Modelo Pro c/ Impressora;2021-12-07;Ativa
2276;1712;Modelo Chip Básico;2023-04-03;Ativa
2277;1713;Modelo Chip Básico;2023-03-23;Inativa
2278;1714;Modelo Pro c/ Impressora;2022-06-11;Bloqueada
2279;1714;Modelo Pro c/ Impressora;2022-06-07;Inativa
2280;1715;Modelo Pro c/ Impressora;2021-11-21;Ativa
2281;1716;Modelo Chip Básico;2024-03-22;Ativa
2282;1717;Modelo Pro c/ Impressora;2024-06-19;Ativa
2283;1718;Modelo Pro c/ Impressora;2021-06-19;Inativa
2284;1719;Modelo Chip Básico;2023-01-15;Bloqueada
2285;1720;Modelo Chip Básico;2022-07-13;Inativa
2286;1721;Modelo Pro c/ Impressora;2021-11-12;Ativa
2287;1722;Modelo Smart Android;2024-01-15;Bloqueada
2288;1723;Modelo Pro c/ Impressora;2023-04-10;Ativa
2289;1724;Modelo Pro c/ Impressora;2024-04-02;Ativa
2290;1725;Modelo Pro c/ Impressora;2023-11-22;Ativa
2291;1726;Modelo Smart Android;2022-01-06;Ativa
2292;1727;Modelo Smart Android;2021-12-14;Ativa
2293;1728;Modelo Chip Básico;2021-05-10;Bloqueada
2294;1729;Modelo Chip Básico;2021-05-03;Ativa
2295;1730;Modelo Pro c/ Impressora;2023-12-12;Inativa
2296;1731;Modelo Pro c/ Impressora;2024-10-09;Bloqueada
2297;1732;Modelo Chip Básico;2021-12-02;Ativa
2298;1733;Modelo Chip Básico;2021-03-11;Ativa
2299;1734;Modelo Pro c/ Impressora;2022-06-25;Bloqueada
2300;1734;Modelo Smart Android;2022-06-27;Bloqueada
2301;1735;Modelo Chip Básico;2023-09-06;Ativa
2302;1735;Modelo Pro c/ Impressora;2023-09-07;Ativa
2303;1736;Modelo Chip Básico;2022-04-24;Ativa
2304;1737;Modelo Pro c/ Impressora;2021-01-19;Ativa
2305;1738;Modelo Pro c/ Impressora;2023-02-26;Bloqueada
2306;1739;Modelo Chip Básico;2023-05-06;Ativa
2307;1740;Modelo Chip Básico;2021-10-28;Ativa
2308;1740;Modelo Pro c/ Impressora;2021-10-21;Bloqueada
2309;1741;Modelo Pro c/ Impressora;2022-04-15;Ativa
2310;1742;Modelo Smart Android;2023-04-28;Ativa
2311;1743;Modelo Pro c/ Impressora;2022-10-09;Ativa
2312;1744;Modelo Pro c/ Impressora;2023-04-21;Ativa
2313;1745;Modelo Pro c/ Impressora;2021-09-22;Ativa
2314;1746;Modelo Pro c/ Impressora;2023-03-25;Ativa
2315;1746;Modelo Smart Android;2023-04-03;Ativa
2316;1747;Modelo Chip Básico;2024-05-11;Inativa
2317;1747;Modelo Smart Android;2024-05-07;Ativa
2318;1748;Modelo Smart Android;2021-03-04;Ativa
2319;1749;Modelo Chip Básico;2024-04-25;Ativa
2320;1750;Modelo Smart Android;2021-02-25;Ativa
2321;1751;Modelo Chip Básico;2023-01-18;Inativa
2322;1751;Modelo Pro c/ Impressora;2023-01-18;Ativa
2323;1752;Modelo Pro c/ Impressora;2024-08-19;Ativa
2324;1753;Modelo Pro c/ Impressora;2022-01-12;Ativa
2325;1754;Modelo Smart Android;2023-09-21;Ativa
2326;1754;Modelo Pro c/ Impressora;2023-09-23;Ativa
2327;1754;Modelo Chip Básico;2023-09-29;Ativa
2328;1755;Modelo Pro c/ Impressora;2021-09-18;Inativa
2329;1756;Modelo Smart Android;2021-04-21;Ativa
2330;1757;Modelo Chip Básico;2022-06-18;Inativa
2331;1757;Modelo Smart Android;2022-06-15;Inativa
2332;1758;Modelo Pro c/ Impressora;2023-05-17;Ativa
2333;1759;Modelo Chip Básico;2024-01-05;Ativa
2334;1759;Modelo Pro c/ Impressora;2024-01-05;Ativa
2335;1760;Modelo Smart Android;2024-10-17;Ativa
2336;1761;Modelo Smart Android;2021-04-20;Ativa
2337;1762;Modelo Chip Básico;2024-03-30;Ativa
2338;1763;Modelo Smart Android;2024-01-28;Ativa
2339;1764;Modelo Chip Básico;2021-09-09;Inativa
2340;1765;Modelo Pro c/ Impressora;2021-04-21;Inativa
2341;1766;Modelo Pro c/ Impressora;2023-08-21;Inativa
2342;1767;Modelo Chip Básico;2023-09-08;Inativa
2343;1768;Modelo Chip Básico;2023-05-12;Inativa
2344;1768;Modelo Pro c/ Impressora;2023-05-11;Ativa
2345;1769;Modelo Chip Básico;2023-09-27;Inativa
2346;1770;Modelo Smart Android;2021-07-30;Ativa
2347;1771;Modelo Chip Básico;2022-07-10;Ativa
2348;1771;Modelo Pro c/ Impressora;2022-07-14;Ativa
2349;1772;Modelo Pro c/ Impressora;2021-03-15;Ativa
2350;1773;Modelo Pro c/ Impressora;2022-08-05;Inativa
2351;1774;Modelo Pro c/ Impressora;2024-06-30;Ativa
2352;1774;Modelo Smart Android;2024-06-26;Ativa
2353;1775;Modelo Pro c/ Impressora;2023-07-18;Ativa
2354;1776;Modelo Chip Básico;2024-08-30;Inativa
2355;1777;Modelo Pro c/ Impressora;2022-05-04;Ativa
2356;1778;Modelo Chip Básico;2021-07-18;Ativa
2357;1779;Modelo Chip Básico;2021-02-11;Ativa
2358;1780;Modelo Pro c/ Impressora;2023-09-12;Ativa
2359;1781;Modelo Chip Básico;2021-11-22;Ativa
2360;1781;Modelo Chip Básico;2021-11-12;Ativa
2361;1782;Modelo Chip Básico;2021-01-06;Ativa
2362;1783;Modelo Chip Básico;2021-05-26;Ativa
2363;1784;Modelo Chip Básico;2022-08-14;Ativa
2364;1785;Modelo Chip Básico;2021-07-21;Ativa
2365;1786;Modelo Chip Básico;2023-03-12;Ativa
2366;1787;Modelo Smart Android;2021-02-08;Ativa
2367;1787;Modelo Chip Básico;2021-02-06;Inativa
2368;1788;Modelo Pro c/ Impressora;2022-08-05;Ativa
2369;1788;Modelo Pro c/ Impressora;2022-08-06;Inativa
2370;1789;Modelo Smart Android;2024-06-24;Bloqueada
2371;1790;Modelo Pro c/ Impressora;2022-07-13;Ativa
2372;1790;Modelo Smart Android;2022-07-11;Ativa
2373;1791;Modelo Chip Básico;2023-03-13;Ativa
2374;1792;Modelo Pro c/ Impressora;2024-05-18;Bloqueada
2375;1793;Modelo Smart Android;2024-04-17;Ativa
2376;1794;Modelo Smart Android;2021-06-27;Ativa
2377;1795;Modelo Pro c/ Impressora;2024-02-02;Inativa
2378;1796;Modelo Chip Básico;2021-12-11;Ativa
2379;1797;Modelo Chip Básico;2024-06-06;Ativa
2380;1798;Modelo Smart Android;2024-08-09;Bloqueada
2381;1799;Modelo Pro c/ Impressora;2021-01-17;Inativa
2382;1799;Modelo Chip Básico;2021-01-18;Bloqueada
2383;1800;Modelo Pro c/ Impressora;2024-04-26;Inativa
2384;1801;Modelo Pro c/ Impressora;2021-11-25;Inativa
2385;1802;Modelo Chip Básico;2023-09-16;Ativa
2386;1802;Modelo Pro c/ Impressora;2023-09-16;Ativa
2387;1803;Modelo Pro c/ Impressora;2021-08-26;Ativa
2388;1804;Modelo Smart Android;2023-10-21;Ativa
2389;1805;Modelo Chip Básico;2024-07-26;Ativa
2390;1806;Modelo Pro c/ Impressora;2023-10-01;Ativa
2391;1807;Modelo Chip Básico;2024-07-30;Bloqueada
2392;1808;Modelo Pro c/ Impressora;2024-06-30;Inativa
2393;1809;Modelo Chip Básico;2021-08-20;Ativa
2394;1809;Modelo Pro c/ Impressora;2021-08-20;Ativa
2395;1810;Modelo Chip Básico;2022-02-04;Ativa
2396;1811;Modelo Pro c/ Impressora;2024-06-18;Ativa
2397;1812;Modelo Pro c/ Impressora;2021-05-23;Ativa
2398;1813;Modelo Pro c/ Impressora;2023-12-11;Ativa
2399;1813;Modelo Smart Android;2023-12-06;Ativa
2400;1813;Modelo Chip Básico;2023-12-07;Bloqueada
2401;1814;Modelo Smart Android;2021-12-13;Inativa
2402;1815;Modelo Pro c/ Impressora;2023-02-24;Ativa
2403;1816;Modelo Pro c/ Impressora;2024-10-09;Bloqueada
2404;1816;Modelo Pro c/ Impressora;2024-10-11;Bloqueada
2405;1817;Modelo Pro c/ Impressora;2023-08-17;Inativa
2406;1818;Modelo Chip Básico;2023-06-08;Bloqueada
2407;1819;Modelo Pro c/ Impressora;2021-06-10;Bloqueada
2408;1820;Modelo Chip Básico;2024-08-06;Ativa
2409;1820;Modelo Chip Básico;2024-07-26;Inativa
2410;1821;Modelo Pro c/ Impressora;2024-04-02;Ativa
2411;1822;Modelo Smart Android;2024-06-28;Ativa
2412;1823;Modelo Chip Básico;2023-09-20;Bloqueada
2413;1823;Modelo Pro c/ Impressora;2023-09-16;Ativa
2414;1824;Modelo Smart Android;2023-04-20;Ativa
2415;1825;Modelo Chip Básico;2023-11-27;Inativa
2416;1826;Modelo Pro c/ Impressora;2023-07-30;Inativa
2417;1827;Modelo Smart Android;2024-08-30;Inativa
2418;1828;Modelo Pro c/ Impressora;2024-01-09;Ativa
2419;1829;Modelo Pro c/ Impressora;2021-07-29;Ativa
2420;1830;Modelo Smart Android;2021-11-26;Ativa
2421;1830;Modelo Chip Básico;2021-11-21;Ativa
2422;1831;Modelo Chip Básico;2023-11-19;Bloqueada
2423;1832;Modelo Smart Android;2022-06-17;Inativa
2424;1832;Modelo Chip Básico;2022-06-18;Ativa
2425;1832;Modelo Pro c/ Impressora;2022-06-16;Bloqueada
2426;1833;Modelo Pro c/ Impressora;2022-12-03;Ativa
2427;1834;Modelo Smart Android;2022-07-11;Ativa
2428;1835;Modelo Smart Android;2023-04-26;Bloqueada
2429;1836;Modelo Smart Android;2021-12-29;Ativa
2430;1837;Modelo Chip Básico;2023-05-07;Inativa
2431;1838;Modelo Chip Básico;2024-08-04;Ativa
2432;1839;Modelo Chip Básico;2023-07-26;Inativa
2433;1839;Modelo Smart Android;2023-07-21;Bloqueada
2434;1840;Modelo Smart Android;2022-06-06;Ativa
2435;1840;Modelo Chip Básico;2022-06-08;Ativa
2436;1841;Modelo Chip Básico;2023-04-03;Ativa
2437;1842;Modelo Smart Android;2021-06-09;Ativa
2438;1843;Modelo Chip Básico;2023-11-08;Ativa
2439;1844;Modelo Chip Básico;2021-01-20;Ativa
2440;1845;Modelo Chip Básico;2024-08-08;Ativa
2441;1846;Modelo Chip Básico;2021-11-09;Inativa
2442;1847;Modelo Chip Básico;2022-02-28;Ativa
2443;1847;Modelo Chip Básico;2022-03-03;Ativa
2444;1848;Modelo Pro c/ Impressora;2022-04-01;Ativa
2445;1849;Modelo Pro c/ Impressora;2024-10-02;Bloqueada
2446;1850;Modelo Chip Básico;2021-03-06;Ativa
2447;1850;Modelo Pro c/ Impressora;2021-02-24;Ativa
2448;1851;Modelo Chip Básico;2023-12-30;Ativa
2449;1852;Modelo Chip Básico;2022-11-06;Ativa
2450;1853;Modelo Smart Android;2021-05-22;Ativa
2451;1854;Modelo Chip Básico;2022-07-16;Bloqueada
2452;1855;Modelo Chip Básico;2023-11-10;Ativa
2453;1856;Modelo Chip Básico;2021-07-17;Bloqueada
2454;1856;Modelo Smart Android;2021-07-18;Ativa
2455;1856;Modelo Smart Android;2021-07-27;Ativa
2456;1857;Modelo Smart Android;2021-06-11;Ativa
2457;1858;Modelo Smart Android;2023-08-14;Ativa
2458;1859;Modelo Chip Básico;2024-06-09;Bloqueada
2459;1860;Modelo Chip Básico;2024-10-04;Ativa
2460;1861;Modelo Chip Básico;2021-12-26;Ativa
2461;1862;Modelo Chip Básico;2023-06-14;Ativa
2462;1862;Modelo Smart Android;2023-06-17;Ativa
2463;1863;Modelo Smart Android;2024-03-21;Bloqueada
2464;1864;Modelo Pro c/ Impressora;2022-03-24;Inativa
2465;1864;Modelo Smart Android;2022-03-14;Ativa
2466;1864;Modelo Pro c/ Impressora;2022-03-22;Bloqueada
2467;1864;Modelo Pro c/ Impressora;2022-03-16;Ativa
2468;1865;Modelo Pro c/ Impressora;2022-06-04;Ativa
2469;1866;Modelo Pro c/ Impressora;2022-09-23;Ativa
2470;1867;Modelo Pro c/ Impressora;2023-05-25;Ativa
2471;1867;Modelo Pro c/ Impressora;2023-05-24;Ativa
2472;1868;Modelo Pro c/ Impressora;2021-09-01;Bloqueada
2473;1868;Modelo Smart Android;2021-09-01;Ativa
2474;1868;Modelo Smart Android;2021-09-06;Ativa
2475;1869;Modelo Chip Básico;2024-09-01;Inativa
2476;1869;Modelo Chip Básico;2024-08-24;Ativa
2477;1870;Modelo Chip Básico;2023-08-29;Ativa
2478;1871;Modelo Chip Básico;2021-04-01;Bloqueada
2479;1872;Modelo Chip Básico;2021-05-12;Ativa
2480;1873;Modelo Smart Android;2023-03-08;Ativa
2481;1874;Modelo Smart Android;2024-09-23;Ativa
2482;1875;Modelo Chip Básico;2022-07-27;Ativa
2483;1876;Modelo Pro c/ Impressora;2024-02-01;Inativa
2484;1877;Modelo Pro c/ Impressora;2021-07-07;Ativa
2485;1877;Modelo Smart Android;2021-07-10;Ativa
2486;1877;Modelo Smart Android;2021-07-02;Inativa
2487;1878;Modelo Smart Android;2022-09-02;Bloqueada
2488;1879;Modelo Pro c/ Impressora;2022-12-07;Ativa
2489;1879;Modelo Chip Básico;2022-12-13;Inativa
2490;1879;Modelo Chip Básico;2022-12-11;Ativa
2491;1879;Modelo Chip Básico;2022-12-10;Ativa
2492;1879;Modelo Pro c/ Impressora;2022-12-15;Ativa
2493;1880;Modelo Pro c/ Impressora;2021-04-22;Ativa
2494;1881;Modelo Chip Básico;2021-11-10;Ativa
2495;1882;Modelo Pro c/ Impressora;2023-07-04;Ativa
2496;1883;Modelo Chip Básico;2024-01-23;Bloqueada
2497;1884;Modelo Chip Básico;2021-02-18;Inativa
2498;1884;Modelo Pro c/ Impressora;2021-02-14;Ativa
2499;1885;Modelo Pro c/ Impressora;2023-03-21;Inativa
2500;1886;Modelo Pro c/ Impressora;2024-03-02;Ativa
2501;1886;Modelo Chip Básico;2024-03-13;Ativa
2502;1887;Modelo Chip Básico;2023-01-30;Inativa
2503;1887;Modelo Smart Android;2023-02-08;Bloqueada
2504;1888;Modelo Pro c/ Impressora;2024-08-04;Inativa
2505;1889;Modelo Chip Básico;2024-07-13;Bloqueada
2506;1890;Modelo Chip Básico;2021-01-31;Inativa
2507;1890;Modelo Chip Básico;2021-02-07;Ativa
2508;1891;Modelo Chip Básico;2022-12-24;Ativa
2509;1892;Modelo Chip Básico;2024-04-29;Ativa
2510;1893;Modelo Pro c/ Impressora;2024-11-13;Ativa
2511;1893;Modelo Chip Básico;2024-11-10;Ativa
2512;1894;Modelo Pro c/ Impressora;2023-02-15;Inativa
2513;1895;Modelo Chip Básico;2021-12-13;Bloqueada
2514;1896;Modelo Smart Android;2023-09-01;Inativa
2515;1896;Modelo Chip Básico;2023-09-02;Ativa
2516;1897;Modelo Smart Android;2024-02-12;Ativa
2517;1898;Modelo Pro c/ Impressora;2021-06-07;Ativa
2518;1899;Modelo Pro c/ Impressora;2023-01-21;Ativa
2519;1899;Modelo Pro c/ Impressora;2023-01-16;Ativa
